timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1669997304.999999,-10.341000000000001,0.98,-4.5840000000000005,-0.10990000000000001,-0.23750000000000002,-0.1602,-0.008,0.03,0.009000000000000001
1669997305.039999,-10.386000000000001,0.963,-4.688,-0.1077,-0.2374,-0.1613,-0.029,0.041,0.018000000000000002
1669997305.079999,-10.338000000000001,1.018,-4.655,-0.10790000000000001,-0.2388,-0.15960000000000002,-0.032,0.028,0.009000000000000001
1669997305.119999,-10.378,0.96,-4.622,-0.1077,-0.23670000000000002,-0.1602,-0.018000000000000002,0.038,-0.012
1669997305.159999,-10.349,0.914,-4.625,-0.1052,-0.23820000000000002,-0.16240000000000002,-0.038,0.033,-0.02
1669997305.199999,-10.305,0.876,-4.618,-0.11080000000000001,-0.2368,-0.15810000000000002,-0.047,0.028,-0.011
1669997305.239999,-10.326,0.918,-4.63,-0.10550000000000001,-0.2417,-0.16190000000000002,-0.039,0.033,0.003
1669997305.279999,-10.388,0.966,-4.603,-0.1085,-0.23520000000000002,-0.1608,-0.018000000000000002,0.028,-0.001
1669997305.319999,-10.368,0.925,-4.624,-0.10550000000000001,-0.2358,-0.16110000000000002,0.001,0.023,-0.001
1669997305.359999,-10.381,0.849,-4.631,-0.1085,-0.23720000000000002,-0.1626,0.0,0.032,0.0
1669997305.399999,-10.414,0.918,-4.5760000000000005,-0.1073,-0.23600000000000002,-0.1621,-0.011,0.028,0.005
1669997305.439999,-10.322000000000001,0.9400000000000001,-4.557,-0.1041,-0.23800000000000002,-0.16160000000000002,-0.012,0.028,0.015
1669997305.479999,-10.439,0.8240000000000001,-4.64,-0.1058,-0.23440000000000003,-0.1627,-0.012,0.039,0.002
1669997305.519999,-10.422,0.852,-4.641,-0.1101,-0.2356,-0.1602,-0.007,0.037,-0.003
1669997305.559999,-10.337,0.893,-4.609,-0.10650000000000001,-0.23620000000000002,-0.15910000000000002,-0.008,0.016,0.001
1669997305.599998,-10.35,0.855,-4.582,-0.10500000000000001,-0.23470000000000002,-0.1618,-0.019,0.015,0.004
1669997305.639998,-10.424,0.934,-4.579,-0.1048,-0.2363,-0.16040000000000001,-0.023,0.04,0.009000000000000001
1669997305.679998,-10.352,0.93,-4.545,-0.1067,-0.2373,-0.15860000000000002,-0.014,0.032,0.002
1669997305.719998,-10.352,0.9570000000000001,-4.545,-0.10600000000000001,-0.23440000000000003,-0.1613,0.0,0.049,0.005
